brand,name,rating,ingredients,link
La-Roche-Posay,Hydraphase--Intensive-Rehydration-Continuous-Effect-Rich-Texture,4.5,"Aqua, Glycerin, Butyrospermum Parkii Butter/Shea Butter, Dimethicone, Polyethylene, Paraffinum Liquidum/Mineral Oil, Cetyl Alcohol, Urea, Glyceryl Linoleate, PEG-100 Stearate, Glyceryl Stearate, Pentylene Glycol, Stearic Acid, Carbomer, Glyceryl Acrylate/Acrylic Acid Copolymer, Glyceril Linolenate, Glyceryl Oleate, Triethanolamine, Disodium EDTA, Hydrolyzed Hyaluronic Acid, Xanthan Gum, Polysorbate 60, Tocopheryl Acetate, Caprylyl Glycol, Parfum (Fragrance).",https://www.makeupalley.com/product/showreview.asp/ItemId=90617/Hydraphase--Intensive-Rehydration-Continuous-Effect-Rich-Texture/La-Roche-Posay/Moisturizers
La-Roche-Posay,Nutritic,4.0,"Water, Petrolatum, Bis-Peg-18 Methyl Ether Dimethyl Silane, Glycerin, Cyclopentasiloxane, Mineral Oil, Synthetic Wax, Dimethicone, Aluminum Starch Octenylsuccinate, Shea Butter, Glyceryl Stearate, Behenyl Alcohol, Hexyldecanol, Hexyldecyl Laurate, Apricot Kernel Oil, Coriander Fruit Oil, Glyceryl Stearate Citrate, Black Currant Seed Oil, Dimethiconol, Sodium Dicocoylethylenediamine Peg-15 Sulfate, Echium Lycopsis Fruit Oil, Ammonium Polyacryloyldimethyl Taurate, Disodium Edta, Hydroxypalmitoyl Sphinganne, Xanthan Gum, Acrylates Copolymer, Isobutane, Soybean Oil, Citric Acid, Ascorbyl Palmitate, Tocopherol, Phenoxyethanol, Methylparaben, Fragrance",https://www.makeupalley.com/product/showreview.asp/ItemId=89654/Nutritic/La-Roche-Posay/Moisturizers
DECLEOR,Hydra-Floral-Hydrating-Comfort-Cream,3.8,Ingredients: 10% Mint and Orange Blossom Aromatic waters. 10% Original Orange Water the liquid constituent of the orange (rich in trace elements and minerals) 2% Extract of codium (marine algae) 2% Hazelnut plant oil,https://www.makeupalley.com/product/showreview.asp/ItemId=56545/Hydra-Floral-Hydrating-Comfort-Cream/DECLEOR/Moisturizers
CLINIQUE,Continuous-Rescue-Antioxidant-Moisturizer-VERY-DRY-TO-DRY-DISCONTINUED,4.0,Continuous Rescue Antioxidant Moisturizer Very Dry to Dry Formula ingredients: water\aqua\eau [] isononyl isononanoate [] polybutene [] butylene glycol [] polyglyceryl-2 triisostearate [] petrolatum [] dimethicone [] polyethylene [] glyceryl stearate [] microcrystalline wax\cera microcristallina\cire microcristalline [] behenyl alcohol [] caprylic/capric/myristic/stearic triglyceride [] glycerin [] peg-100 stearate [] curcuma longa (turmeric) root extract [] rosmarinus officinalis (rosemary) extract [] echinacea pallida (coneflower) extract [] astrocaryum murumuru butter [] laurdimonium hydroxypropyl hydrolyzed soy protein [] arabidopsis thaliana extract [] sorbitol [] tocopheryl acetate [] sea whip extract [] perilla ocymoides seed extract [] trehalose [] pentaerythrityl tetraethylhexanoate [] plankton extract [] sodium hyaluronate [] acrylamide/sodium acryloyldimethyltaurate copolymer [] adenosine phosphate [] micrococcus lysate [] cholesterol [] chamomilla recutita (matricaria) [] isohexadecane [] caffeine [] creatine [] caprylyl glycol [] niacinamide [] sodium rna [] linoleic acid [] ascorbyl tocopheryl maleate [] mannitol [] steareth-21 [] isodecyl salicylate [] lecithin [] zeolite [] polysorbate 80 [] ammonium acryloyldimethyltaurate/vp copolymer [] ethylbisiminomethylguaiacol manganese chloride [] disodium nadh [] aminopropyl ascorbyl phosphate [] zinc pca [] c1-8 alkyl tetrahydroxycyclohexanoate [] hydroxyethylcellulose [] potassium sulfate [] tromethamine [] maltodextrin [] ferulic acid [] dextrin [] nordihydroguaiaretic acid [] xanthan gum [] hexylene glycol [] sodium chloride [] disodium edta [] phenoxyethanol,https://www.makeupalley.com/product/showreview.asp/ItemId=92717/Continuous-Rescue-Antioxidant-Moisturizer-VERY-DRY-TO-DRY-DISCONTINUED/CLINIQUE/Moisturizers
Yon-Ka,Creme-28,4.5,"Water/Aqua, Glycerine, Sodium PCA, TEA Stearate, Cetyl Palmitate, Olea Europaea (Olive) Fruit Oil, Decyl Oleate, Cetyl Alcohol, Propylene Glycol, PEG-32 Stearate, Lavandula Angustifolia (Lavender) Oil, Pelargonium Graveolens (Geranium) Flower Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Cupressus Sempervirens (Cypress) Oil, Thymus Vulgaris (Thyme) Oil, PEG-33 Castor Oil, PEG-6 Stearate, Ethyl Linoleate, Ethyl Linolenate, Ethyl Oleate (Vitamin F), Glyceryl Stearate, Lecithin, PEG-100 Stearate, Tocopheryl Acetate (Vitamin E: 0.2%), Allantoin, Retinyl Acetate (Vitamin A), Carbomer Methylparaben, Propylparaben, Linalool, Citronellol, Geraniol, Limonene, Citral, Coumarin.",https://www.makeupalley.com/product/showreview.asp/ItemId=60600/Creme-28/Yon-Ka/Moisturizers
Biotherm,Skin.ergetic-Day-cream-gel,2.4,"Aqua, glycerin, propanediol, glyceryl stearate, caprylic/capric triglyceride, alcohol, olea europaea oil, dicaprylyl carbonate, undecane, pentylene glycol, cetearyl alcohol, sodium stearoyl lactylate, silica, tridecane, tocopherol, xanthan gum, limonene, geraniol, neohesperidin dihydrochalcone, punica granatum extract, malus domestica fruit cell culture, brassica oleracea italica sprout extract, dextrin, hydrolyzed soy protein, solanum lycopersicum (tomato) fruit lipids, vitis vinifera extract, citral, parfum, (F.I.L. B43254/2)",https://www.makeupalley.com/product/showreview.asp/ItemId=142328/Skin.ergetic-Day-cream-gel/Biotherm/Moisturizers
JASON,Ester-C-Lotion,3.4,"Purified Water, Vegetable Glycerin, Helianthus Annuus (Sunflower) Seed Oil, Tocopheryl Acetate, Stearic Acid, Glyceryl Stearate Se, Ester-C Calcium Ascorbate, Ester-C Sorbitol and Glycerin and Calcium Ascorbate, Aloe Barbadensis (Aloe Vera) Leaf Gel, Anthemis Nobilis (Chamomile) Flower Extract, Alpha-Bisabolol, Sodium Hyaluronate, Thioctic Acid (Alpha Lipoic Acid), Dimethicone, Vegetable Caprylic/Capric Triglyceride, Stearyl Alcohol, Carbomer, Potassium Hydroxide, Benzyl Alcohol, Potassium Sorbate, Sodium Benzoate, Fragrance Oil Blend",https://www.makeupalley.com/product/showreview.asp/ItemId=89555/Ester-C-Lotion/JASON/Moisturizers
100-Pure,Tomato-Lycopene-Face-Cream,3.9,"Cucumber Juice, Tomato Extract, Organic Rose Hydrosol1, Carrot Seed Oil, Tomato Lycopene, Organic Avocado Butter1, Aloe Juice, Organic Pomegranate Seed Extract2, Vitamin E (a-tocopherol), Vitamin C (ascorbyl palmitate), Extract of Organic Goldenseal3, Organic Rosemary4, Organic Oregano4, Organic Thyme4 and Organic Lavender4, Japanese Honeysuckle Extract, Citric Acid, Witch Hazel, Candelilla Wax and Calendula Extract   1 certified organic by Oregon Tilth Certified Organic 2 certified organic by Organic Certifiers 3 certified organic by Maryland Department of Agriculture 4 certified organic by QAI ",https://www.makeupalley.com/product/showreview.asp/ItemId=132297/Tomato-Lycopene-Face-Cream/100-Pure/Moisturizers
Biotherm,Aquasource-Non-Stop-(Dry-Skin),3.9,"Ingredients 2013: Aqua, Prunus Armeniaca Kernel Oil, Buyrospermum Parkii Butter, Glycerin, Alcohol Denature, Dimethicone, Cyclohexasiloxane, Cyclopentasiloxane, Ammonium Polyacryldimethyltauramide, Tocopheryl Acetate, Panthenol, Phenoxyethanol, Glyceryl Linoleate, Polyperfluoromethylisopropyl Ether, Dimethicone/Vinyl Dimethicone Crosspolymer, Hexylene Glycol, Glyceryl Sterate, Glyceryl Oleate, Dimethiconol, Parfum, Chlorphenesin, Methylparaben, Triethanolamine, Acrylates/Steareth-20 Methacrylate Copolymer, Serine, 2-Oleamido-1,3-Octadecanediol, Magnesium Gluconate, Citrulline, Cholesterol, Limonene, Fructose, Glucose, Tocopherol, Vitreoscilla Germent Extract, Disodium EDTA, Ethylparaben, Propylparaben, Biosaccharide Gum-1, Butylparaben, Isobutylparaben, Butylphenyl Methylpropional, Glyceryl Linolenate, Hexyl Cinnamal, Benzyl Salicylate, Urea, Menthoxypropanediol, Zinc Gluconate, Linalool, Ceramide 3, Hydroxypalmitoyl Sphinganine, Citral, Dextrin, Hydroxyisohexyl 3-Cylclohexene, Carboxaldehyde, Benzyl Alcohol, Geraniol, Copper Gluconate, CI 19140, CI 14700, Hexyl Nicotinate, Sucrose, Glutamic Acid, Manganese Gluconate, Aspartic Acid, Alanine",https://www.makeupalley.com/product/showreview.asp/ItemId=49862/Aquasource-Non-Stop-(Dry-Skin)/Biotherm/Moisturizers
Estee-Lauder,Time-Zone-DISCONTINUED,3.1,"Active Ingredients: Octinoxate 7.50%, Avobenzone 3.00 %, Octisalate 5.00%.  Water/Aqua/Eau, Octyldodecyl Neopentanoate, HDI/Trimethylol Hexyllactone Crosspolymer, Neopentyl Glycol Diheptanoate, Dimethicone, Butylene Glycol, Steareth-21, Steareth-2, Yeast Extract/Faex/Extrait de Levure, Cucumis Sativus (Cucumber) Fruit Extract, Centaurium Erythraea (Centaury) Extract, Triticum Vulgare (Wheat Bran) Extract, Hordeum Vulgare (Barley) Extract/Extrait d’Orge, Hydrolyzed Rice Extract, Rosmarinus Officinalis (Rosemary) Extract, Punica Granatum (Pomegranate) Juice Extract, Citrus Reticulata (Tangerine) Peel Extract, Sigesbeckia Orientalis (St. Paul’s Wort) Extract, Olea Europaea (Olive) Fruit Extract, Polygonum Cuspidatum Root Extract, Larix Sibirica Wood Extract, VitisVinifera (Grape) Seed Extract, Selaginella Tamariscina (Spike Moss) Extract, Humulus Lupulus (Hops) Extract, Argania Spinosa Leaf Extract, Laminaria Saccharina Extract, Tamarindus Indica Seed Extract, Padina Pavonica Thallus Extract, Linolenic Acid, Linoleic Acid, Polyethylene, Cholesterol, Pentylene Glycol, Creatine, Caffeine, Hydrogenated Lecithin, Polysilicone-11, Glycerin, Sucrose, Acetyl Glucosamine, Phytantriol, PVP/Hexadecene Copolymer, Trehalose, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Isohexadecane, Propylene Glycol Dicaprate, Sodium PCA, Ethylhexylglycerin, Helianthus Annuus (Sunflower) Seedcake, Timethylsiloxysilicate, AcrylatesC/10-30 Alkyl Acrylate Crosspolymer, Polysorbate-80, Tromethamine, Sodium Hyaluronate, Hyaluronic Acid, Potassium Sulfate, Adenosine Phosphate, Acetyl Hexapeptide-8, Nordihydroguaiaretic Acid, Cyclodextrin, Silica, Fragrance (Parfum), Ethylbisiminomethylguaiacol Manganese Chloride, Disodium EDTA, Sorbic Acid, Chlorphenesin, Potassium Sorbate, Phenoxyethanol.",https://www.makeupalley.com/product/showreview.asp/ItemId=119231/Time-Zone-DISCONTINUED/Estee-Lauder/Moisturizers
Avon,Banishing-Cream,3.2,"Water/Eau, Isopropyl Myristate, Myristyl Myristate, Petrolatum, PEG-8, Propylene Glycol, Ethylhexyl Methoxycinnamate, Glyceryl Stearate, PEG-100 Stearate, Cetyl Alcohol, Magnesium Aluminum Silicate, Dimethicone, Choleth-24, Thiodipropionic, Panthenol, Retinyl Palmitate, Saxifraga Sarmentosa Extract, Vitis Vinifera (Grape) Fruit Extract, Tocopherol, Morus Nigra Root Extract, Scutellaria Baicalensis Root Extract, Tocopheryl Acetate, Ceteth-24, Hydroxyethylcellulose, Citric Acid, Sodium Citrate, Parfum/Fragrance, Disodium Edta, Benzyl Alchohol, Imidazolidinyl Urea, BHT.",https://www.makeupalley.com/product/showreview.asp/ItemId=14528/Banishing-Cream/Avon/Skincare---Face
Garnier,Skin-Naturals---Essentials-Day,4.3,"AQUA / WATER, COCO-CAPRYLATE/CAPRATE, GLYCERIN, CYCLOHEXASILOXANE, AMMONIUM POLYACRYLDIMETHYLTAURAMIDE /AMMONIUM POLYACRYLOYLDIMETHYL TAURATE, ACRYLATES COPOLYMER, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, BENZYL SALICYLATE, BUTYLPHENYL METHYLPROPIONAL, CI 42090 / BLUE 1, CI 47005 / ACID YELLOW 3, DISODIUM EDTA, ETHYLHEXYL METHOXYCINNAMATE, HIBISCUS ESCULENTUS / HIBISCUS ESCULENTUS SEED EXTRACT, HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE, IMIDAZOLIDINYL UREA, LINALOOL, METHYLPARABEN, PANTHENOL, PROPYLPARABEN, PYRUS MALUS WATER / APPLE FRUIT WATER, SODIUM CHLORIDE, TOCOPHEROL, TRIETHANOLAMINE, VITIS VINIFERA EXTRACT / GRAPE FRUIT EXTRACT, PARFUM / FRAGRANCE",https://www.makeupalley.com/product/showreview.asp/ItemId=134518/Skin-Naturals---Essentials-Day/Garnier/Moisturizers
Alba-Botanica,Sea-Lipids-Daily-Cream,3.8,"Ingredients Purified water, certified organic aloe barbadensis leaf juice, prunus amygdalus dulcis (sweet almond) oil, vegetable glycerin, butyrospermum parkii (shea butter), glyceryl stearate, carthamus tinctorius (safflower) seed oil, cetyl alcohol, stearic acid, extracts of cucumis sativus (cucumber) seed, arnica montana flower, anacyclus pyrethrum root, spirulina maxima (algae), ulva lactuca (sea lettuce), laminaria digitata (kelp), chondrus crispus (irish moss), macrocystis pyrifera (kelp), citrus grandis (grapefruit) fruit and camellia sinensis leaf, dimethicone, sodium carbomer, macadamia ternifolia seed oil, panthenol, sorbitol, sodium PCA, allantoin, tocopheryl acetate (vitamin E), L-ascorbic acid (vitamin C), phenoxyethanol, ethylhexylglycerin, potassium sorbate, sodium hyaluronate and fragrance (parfum).5/23/09",https://www.makeupalley.com/product/showreview.asp/ItemId=56902/Sea-Lipids-Daily-Cream/Alba-Botanica/Moisturizers
DHC,Acerola-Gel,4.1,"Water, Butylene Glycol, Carbomer, Phenoxyethanol, Potassium Hydroxide, Salix Alba (Willow) Bark Extract, Malpighia Glabra (Acerola) Fruit Extract, Yeast Extract, Acetyl Tyrosine, Olea Europaea (Olive) Leaf Extract, Paeonia Suffruticosa Root Extract, Pueraria Lobata Root Extract. [6/17/15]",https://www.makeupalley.com/product/showreview.asp/ItemId=12455/Acerola-Gel/DHC/Skincare---Face
MAC-Cosmetics,Lightful-Deep-Ultramoisture-Cream,4.2,"Water, Butylene Glycol, Cyclopentasiloxane, Simmondsia Chinensis (Jojoba) Seed Oil, Ascorbyl Glucoside, Phenyl Trimethicone, Hydrogenated Lecithin, Pentylene Glycol, Caffeine, Tocopherol, Sodium Hyaluronate, Glycine Soja (Soybean) Sterols, Camellia Sinensis (Green Tea) Leaf Extract, Gentiana Lutea (Gentian) Root Extract, Polianthes Tuberosa (Tuberose) Extract, Hydrolyzed Rice Bran Extract, Silk Powder, Tourmaline, Xanthan Gum, Caprylyl Glycol, Glycerin, Hextlene Glycol, Magnesium Chloride, Acrylates/C10-30 Alkyl Acrylata Crosspolymer, Polysorbate 60, Potassium Carbomer, Carbomer, Aminomethyl Propanol, Algin, Calcium Chloride, Polyglyceryl-2 Diisostearate, Sodium Sulfate, Potassium Nitrate, Citric Acid, Fragrance (Parfum), Pentasodium Pentetate, Phenoxyethanol, Potassium Sorbate, Chlorphenesin, Sodium Benzoat",https://www.makeupalley.com/product/showreview.asp/ItemId=115876/Lightful-Deep-Ultramoisture-Cream/MAC-Cosmetics/Moisturizers
MD-Forte,Replenish-Hydrating-Cream,4.1,"Ingredients: Purified Water (Aqua), Glycerin, Cyclomethicone, Cyclomethicone (and) Polysilicone-11, Sucrose Cocoate, Stearyl Alcohol, Cetyl Alcohol, Lsododecane, Isohexadecane, Sericin, Sodium PCA, Glyceryl Stearate, PEG-100 Stearate, Superoxide Dismutase, Magnesium Ascorbyl Phosphate (Vitamin C), Tocopheryl Acetate (Vitamin E), Ceramide III, Bisabolol, Linoleic Acid, Linolenic Acid, Tocopherol, Millet (Panicum Miliaceum) Extract, Glycosaminoglycans, Cholesterol, Allantoin Glycyrrhetinic Acid, Camellia Oleifera Extract, Butylene Glycol, Microcrystalline Cellulose, Cellulose Gum, Cetyl Hydroxyethylcellurose, Methylparaben, Propylparaben, Imidazolidinyl Urea",https://www.makeupalley.com/product/showreview.asp/ItemId=14291/Replenish-Hydrating-Cream/MD-Forte/Skincare---Face
RoC,Enydrial,4.3,"Ingredients: AQUA, CYCLOHEXASILOXANE, GLYCERIN, BORAGO OFFICINALIS, CANOLA, DIMETHICONE, CETYL ALCOHOL, SQUALANE, PARAFFINUM LIQUIDUM, SIMMONDSIA CHINENSIS, BUTYROSPERMUM PARKII, PANTHENOL, BISABOLOL, ALLANTOIN, HYDROGENATED PALM GLYCERIDES CITRATE, OLUS, CERA MICRO-CRISTALLINA, PARAFFIN, CYCLOPENTASILOXANE, GLYCERIL STEARETE, PEG-100 STEARATE, SODIUM POLYACRYLATE, TOCOPHEROL, PHENOXYETHANOL, METHYLPARABEN, PROPYLPARABEN.",https://www.makeupalley.com/product/showreview.asp/ItemId=25260/Enydrial/RoC/Moisturizers
Neutrogena,Ultra-gentle-soothing-lotion-SPF-15,3.4,"Active Ingredients: Avobenzone (3%), Octinoxate (7.5%), Octisalate (2%)  Inactive Ingredients: Water, C12 15 Alkyl Benzoate, Cetearyl Alcohol, Dimethicone, Trisiloxane, Glycerin, Arachidyl Alcohol, Phenyl Trimethicone, Cetearyl Glucoside, Phenoxyethanol, Ethylene/Acrylic Acid Copolymer, Benzyl Alcohol, Propylene Glycol, Behenyl Alcohol, Steareth 2, Sodium Cocoyl Amino Acids, Butylene Glycol, Fragrance, Steareth 21, Polyacrylamide, Arachidyl Glucoside, Disodium EDTA, Chrysanthemum Parthenium (Feverfew) Extract, Chlorphenisen, Acrylates/C10 30 Alkyl Acrylate Crosspolymer, Propylparaben, C13 14 Isoparaffin, Ethylparaben, Pentaerythrityl Tetra Di T Butyl Hydroxyhydrocinnamate, Sarcosine, Laureth 7, Artemisia Abrotanum Extract, Sodium Hydroxide, Chamomilla Recutita (Matricaria) Flower Extract, Potassium Aspartate, Magnesium Aspartate, Codium Tomentosum Extract",https://www.makeupalley.com/product/showreview.asp/ItemId=147724/Ultra-gentle-soothing-lotion-SPF-15/Neutrogena/Moisturizers
Revive,Re-Vive-Sensitif-Cellular-Repair-Cream,3.8,"Active Ingredients: Octinoxate (7.5%), Oxybenzone (3.0%) Water, Helianthus Annuus (Sunflower) Oil, Squalane, Glycerin, Butylene Glycol, Glyceryl Stearate, Canola Oil, Glycine Soja (Soybean) Germ Extract, Zea Mays (Corn) Starch, Silica, Cetearyl Alcohol, Polysorbate 60, EGF (Epidermal Growth Factor), Tocopheryl Acetate, Glycolipids, Hyaluronic Acid, Bisabolol, Allantoin, Dimethicone, Sodium PCA, Citrus Aurantium Dulcis (Orange) Oil, DEA-Cetyl Phosphate, Stearic Acid, Sclerotium Gum, Disodium EDTA, Diazolidinyl Urea, Propylparaben, Methylparaben. 8/15/09",https://www.makeupalley.com/product/showreview.asp/ItemId=14374/Re-Vive-Sensitif-Cellular-Repair-Cream/Revive/Moisturizers
Garnier,Moisture-Rescue-Lightweight-UV-Lotion-SPF-15-DISCONTINUED,3.7,"Active Ingredients: Ensulizole 1.5% Octinoxate 7.5% Other Ingredients: Water, Cyclopentasiloxane, Glycerine, Triethanolmine, Ammonium Polyacryloyldimethyl Taurate, Vitis Vinifera (Grape) Fruit Extract, Pyrus Malus (Apple) Fruit Water, Allantoin, Tocopherol, Glycine Soja (Soybean) Oil, Titanium Dioxide, Steric Acid, PEG-100 Stearate, Dimethiconol, Carbomer, Xanthan Gum, Tetrasodium EDTA, Aluminum Hydroxide, Palmitic Acid, Phenoxyethanol, Imidazolidinyl Urea, Methylparaben, Ethylparaben, Butylparaben, Isobutylparaben, Propylparaben, Fragrance, Benzyl Salicylate, Linalool, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Butylphenyl, Methylpropional, 694327 22, F.I.L. B11535/3 [September 6, 2010]",https://www.makeupalley.com/product/showreview.asp/ItemId=135494/Moisture-Rescue-Lightweight-UV-Lotion-SPF-15-DISCONTINUED/Garnier/Moisturizers
Beyond-Belief,Vita-C-Skin-Nutrients---ALL,4.0,"WATER ,ISOCETYL STEARATE ,GLYCERIN ,PROPYLENE GLYCOL ,PANTHENOL ,FRAGRANCE ,XANTHAN GUM ,TOCOPHERYL ACETATE ,DIAZOLIDINYL UREA ,ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOL ,SORBITAN OLEATE ,TRIETHANOLAMINE ,ASCORBYL PALMITATE ,DISODIUM EDTA ,GINKGO BILOBA LEAF EXTRACT ,BUTYLENE GLYCOL ,CITRUS MEDICA LIMONUM (LEMON) FRUIT EXTR ,IODOPROPYNYL BUTYLCARBAMATE ,LEUCINE ,VALINE ,TYROSINE ,ARGININE ,LYSINE ,CYSTEINE ,LIMONENE ,LINALOOL ",https://www.makeupalley.com/product/showreview.asp/ItemId=87267/Vita-C-Skin-Nutrients---ALL/Beyond-Belief/Skincare---Face
Boscia,Clear-Complexion-Treatment-with-Botanical-Blast,3.7,"Water, Butylene Glycol, Glycerin, Dipropylene Glycol, Pentylene Glycol, Peg-75, Salix Nigra (Willow) Bark Extract, Simmondsia Chinensis (Jojoba) Leaf Extract, Epilobium Angustifolium Flower/Leaf/Stem Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Sasa Kurilensis Water, Xanthan Gum, Potassium Carbomer, Peg-80 Hydrogenated Castor Oil, Acrylic/Acrylate Copolymer (E), Silica, Citrus Aurantium Dulcis (Orange) Oil, Lavandula Angustifolia (Lavender) Oil, Eugenia Caryophyllus (Clove) Leaf Oil, Foeniculum Vulgare (Fennel) Oil.",https://www.makeupalley.com/product/showreview.asp/ItemId=117567/Clear-Complexion-Treatment-with-Botanical-Blast/Boscia/Skincare---Face
CLINIQUE,Repairwear-Day-SPF-15-Cream,3.6,"Active: Zinc Oxide (6.7%), Octinoxate (3.5%), Other: Water Purified, Dimethicone, C12-15 Alkyl Benzoate, Butylene Glycol, Pentaerythrityl Tetraoctanoate, Glycerin, Polygonum Cuspidatum Root Extract, Coffea Robusta Seed Extract, Thermus Thermophillus Ferment, Artemia Extract, Triticum Vulgare (Wheat) Germ Extract, Betula Alba (Birch) Bark Extract, Glycine Soja (Soybean) Protein, Hordeum Vulgare (Barley) Extract, Rosmarinus Officinalis (Rosemary) Extract, Saccharomyces Lysate Extract, Poria Cocos Extract, Yeast Extract, Polyhydroxystearic Acid, Sodium Dna, Nordihydroguaiaretic Acid, Caffeine, Phospholipids, Ascorbyl Tocopheryl Maleate, Phytosphingosine, Sodium Rna, Cholesterol, Sodium Hyaluronate, Linolenic Acid, Trehalose, Linoleic Acid, Tocopheryl Acetate, Sucrose, Squalane, Astrocaryum Murumuru Butter, Chamomilla Recutita (Matricaria), Ethylhexyl Stearate, Caprylic/Capric Triglyceride, Anthemis Nobilis (Chamomile), Ethylhexyl Palmitate, Propylene Glycol Dicaprate, Betaine, Isohexadecane, Cetyl Esters, Polyethylene, Triethoxycaprylylsilane, Pvp, Polysorbate 80, Potassium Sulfate, Steareth-21, Polysorbate 20, PEG-100 Stearate, Glyceryl Stearate, Disteardimonium Hectorite, Silica, Polymethylsilsesquioxane, Ammonium Acryloyldimethyltaurate/VP Copolymer, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Disodium EDTA, Chlorphenesin, Phenoxyethanol, Methylparaben, Butylparaben, Isobutylparaben, Isopropylparaben, Yellow 6, Red 4",https://www.makeupalley.com/product/showreview.asp/ItemId=42760/Repairwear-Day-SPF-15-Cream/CLINIQUE/Moisturizers
VICHY,Aqualia-Thermal-Baume-Mineral,4.2,"Aqua/Water, Hydrogenated Polyisobutene, Cyclohexasiloxane, Glycerin, Butyrospermum Parkii Butter/ Shea Butter, Alcohol Denat, Zea Mays Starch, Corn Starch, Cetyl PEG/PPG-10/1 Dimethicone, Prunus Armeniaca/ Kernel Oil/ Apricot Kernel Oil, Citric Acid, Triethanolamine, Magnesium Sulfate, Phenoxyethanol, Disodium EDTA, Caprylyl Glycol, Hydroxypalmitoyl Sphinganine, Tristearin, Acetylated Glycol Stearate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Polyglyceryl-4 Isostearate, Acrylates Copolymer.",https://www.makeupalley.com/product/showreview.asp/ItemId=125668/Aqualia-Thermal-Baume-Mineral/VICHY/Moisturizers
Boscia,Intensifying-Moisture-Pack,4.1,"Water, Squalane , Butylene Glycol, Glycerin , Dimethicone, Triethylhexanoin, Glucose , Pentylene Glycol, Epilobium Angustifolium (Willowherb) Extract , Simmondsia Chinensis (Jojoba) Leaf Extract†, Althaea Officinalis Root Extract†, Chamomilla Recutita (Matricaria) Extract†, Aloe Barbadensis Leaf Extract , Alanyl Glutamine, Serine , Algae Extract , Rosmarinus Officinalis (Rosemary) Leaf Oil , Rosmarinus Officinalis (Rosemary) Leaf Extract , Hydroxyethyl Acrylate/Sodium Acryloyldimethyltaurate Copolymer, Polysorbate 60 , Potassium Carbomer, Sodium Carboxymethyl Dextran , Hydroxyethylcellulose , Capsicum Frutescens Resin , Tocopherol (Vitamin E) Source: Plant  . ",https://www.makeupalley.com/product/showreview.asp/ItemId=88227/Intensifying-Moisture-Pack/Boscia/Moisturizers
LOccitane,Almond-Apple-Velvet-Concentrate-DISCONTINUED,4.3,"AQUA, ISONONYL ISONONANOATE, CETEARYL ALCOHOL, PRUNUS DULCIS, CYCLOMETHICONE, PYRUS MALUS, BIOSACCHARIDE GUM-1, GLYCERIN, TRIOCTANOIN, METHYLSILANOL MANNURONATE, GLYCERYL POLYMETHACRYLATE, PRUNUS DULCIS, SQUALENE, CETEARYL GLUCOSIDE, CORN STARCH MODIFIED, PHENOXYETHANOL, CARBOMER, TOCOPHEROL, PARFUM, VINEGAR, CORIANDRUM SATIVUM, STEARYL ALCOHOL, SODIUM LAURYL SULFATE, BENZOIC ACID, CYCLOHEXASILOXANE, CETEARETH-6, TETRASODIUM GLUTAMATE DIACETATE, DEHYDROACETIC ACID, PROPYLENE GLYCOL, ROSMARINUS OFFICINALIS, HELIANTHUS ANNUUS, CYCLOPENTASILOXANE, LINALOOL, LIMONENE",https://www.makeupalley.com/product/showreview.asp/ItemId=94511/Almond-Apple-Velvet-Concentrate-DISCONTINUED/LOccitane/Moisturizers
Alpha-Skin-Care,Sheer-Silk-Moisturizer-spf-15,3.8,"Active Ingredients: Octinoxate 7.5%, Zinc Oxide 5.0% Inactive Ingredients: Water, Peroxidized Corn Oil, Soybean Oil, Dicaprylyl Carbonate, Polyacrylamide, C13-14 Isoparaffin, Laureth 7, Steareth 21, Glycerin, Dimethicone, Myristyl Myristate, Petrolatum, Tocopheryl Acetate (Vitamin E), Panthanol (Vitamin B5), Green Tea Extract , Lactic Acid, Cetyl Alcohol, Xanthan Gum, Disodium EDTA, Steareth 2, Mica, Titanium Dioxide, Triethanolamine, Triethoxycaprylylsilane, Propylene Glycol, Diazolidinyl Urea, Methylparaben, Propylparaben, BHT",https://www.makeupalley.com/product/showreview.asp/ItemId=88811/Sheer-Silk-Moisturizer-spf-15/Alpha-Skin-Care/Moisturizers
LOreal-Paris,Collagen-Remodeler,3.8,"Water, Borage (Borago Officinalis) Seed Oil, Avocado (Persea Gratissima) Oil, Jojoba (Simmondsia Chinensis) Seed Oil, Glycerin, Glyceryl Stearate SE, Shea Butter (Butyrospermum Parkii) Fruit, Tocopherol Acetate, Cetearyl Alcohol, Diazolidinyl Urea, Batyl Alcohol, Citric Acid, Phenoxyethanol, Ethylhexylglycerin  ",https://www.makeupalley.com/product/showreview.asp/ItemId=104503/Collagen-Remodeler/LOreal-Paris/Moisturizers
